Campus Name,Campus,Campus Type,Campus Type Description
VISTA HILLS EL,071905128,11,11-City: Large
VISTA RIDGE H S,246913003,21,21-Suburb: Large
VISTA RIDGE MIDDLE,220907047,11,11-City: Large
VISTAS H S,101915036,21,21-Suburb: Large
VIVIAN FOWLER EL,225902104,33,33-Town: Remote
VOGEL EL,094901110,41,41-Rural: Fringe
VOGEL INT,170902069,22,22-Suburb: Mid-size
VOSS FARMS EL,046901110,13,13-City: Small
VOSS MIDDLE,130901043,41,41-Rural: Fringe
VYSEHRAD EL,143904101,43,43-Rural: Remote
W A BLAIR EL,057905109,11,11-City: Large
W A MARTIN EL,129901101,41,41-Rural: Fringe
W A PORTER EL,220902115,21,21-Suburb: Large
W A TODD MIDDLE,108902048,21,21-Suburb: Large
W B BIZZELL ACADEMY,093904005,32,32-Town: Distant
W B GREEN J H,031905041,22,22-Suburb: Mid-size
W E CHALMERS EL,049901107,41,41-Rural: Fringe
W E GREINER EXPLORATORY ARTS ACADEMY,057905049,11,11-City: Large
W E HOOVER EL,220915107,21,21-Suburb: Large
W E PETE FORD MIDDLE,043901042,21,21-Suburb: Large
W F GEORGE MIDDLE,243903041,31,31-Town: Fringe
W F PEAVY PRI,003902101,41,41-Rural: Fringe
W H ADAMSON H S,057905002,11,11-City: Large
W H BONNER EL,003902102,41,41-Rural: Fringe
W H BURNETT EL,129906103,32,32-Town: Distant
W H GASTON MIDDLE,057905048,11,11-City: Large
W J TURNER EL,220905172,11,11-City: Large
W L HIGGINS EL,139911101,41,41-Rural: Fringe
W L KISSAM INT,212909103,41,41-Rural: Fringe
W LLOYD MEADOR EL,170904107,41,41-Rural: Fringe
W M GREEN EL,220905133,11,11-City: Large
W M PEARCE PRI,015917102,41,41-Rural: Fringe
W R (BILL) FORT EL,199902105,41,41-Rural: Fringe
W R HATFIELD EL,061911110,11,11-City: Large
W S PERMENTER MIDDLE,057904041,21,21-Suburb: Large
W T FRANCISCO EL,220902103,21,21-Suburb: Large
W T WHITE H S,057905021,11,11-City: Large
W W BUSHMAN EL,057905118,11,11-City: Large
W W SAMUELL H S,057905014,11,11-City: Large
WACO CHARTER SCHOOL,161801101,12,12-City: Mid-size
WACO CTR FOR YOUTH,161918199,12,12-City: Mid-size
WACO H S,161914002,12,12-City: Mid-size
WAELDER SCHOOL,089905102,43,43-Rural: Remote
WAGGONER CREEK EL,019907117,13,13-City: Small
WAINWRIGHT EL,101912252,11,11-City: Large
WAKE VILLAGE EL,019907113,23,23-Suburb: Small
WAKEFIELD EL,091906108,13,13-City: Small
WAKELAND H S,043905005,21,21-Suburb: Large
WALCOTT EL,059902101,43,43-Rural: Remote
WALKER CREEK EL,220902121,21,21-Suburb: Large
WALKER EL,101907137,21,21-Suburb: Large
WALKER J H,238902041,32,32-Town: Distant
WALKER STATION EL,079907130,12,12-City: Mid-size
WALL EL,226906101,41,41-Rural: Fringe
WALL H S,226906001,41,41-Rural: Fringe
WALL MIDDLE,226906041,41,41-Rural: Fringe
WALL SP PROG,041902180,41,41-Rural: Fringe
WALL SPECIAL PROGRAMS,048903190,43,43-Rural: Remote
WALL SPECIAL PROGRAMS,200906103,42,42-Rural: Distant
WALL SPECIAL PROGRAMS,216901180,41,41-Rural: Fringe
WALL SPECIAL PROGRAMS,226905180,42,42-Rural: Distant
WALLACE ACCELERATED H S,168901003,41,41-Rural: Fringe
WALLACE EL,057916116,11,11-City: Large
WALLER H S,237904002,42,42-Rural: Distant
WALLER J H,237904041,42,42-Rural: Distant
WALLY WATKINS EL,043914110,21,21-Suburb: Large
WALNUT BEND EL,101912253,11,11-City: Large
WALNUT BEND EL,049908101,42,42-Rural: Distant
WALNUT CREEK EL,220915103,21,21-Suburb: Large
WALNUT CREEK EL,227901141,11,11-City: Large
WALNUT GLEN ACAD FOR EXCEL,057909122,21,21-Suburb: Large
WALNUT GROVE EL,220919103,21,21-Suburb: Large
WALNUT GROVE MIDDLE,070908044,41,41-Rural: Fringe
WALNUT HILL EL,057905224,11,11-City: Large
WALNUT HILL INTERNATIONAL LEADERSHIP ACADEMY,057905370,11,11-City: Large
WALNUT SPRINGS EL,046901107,13,13-City: Small
WALNUT SPRINGS EL,105904102,42,42-Rural: Distant
WALNUT SPRINGS SCHOOL,018905003,43,43-Rural: Remote
WALSH EL,184907105,41,41-Rural: Fringe
WALT DISNEY EL,020901107,41,41-Rural: Fringe
WALTER & LOIS CURTIS MIDDLE,043901043,21,21-Suburb: Large
WALTER HALL EL,084910115,21,21-Suburb: Large
WALTER MOSES BURTON EL,079907134,21,21-Suburb: Large
WALTRIP H S,101912015,11,11-City: Large
WALZEM EL,015910114,11,11-City: Large
WANKE EL,015915148,11,11-City: Large
WARD EL,221901150,12,12-City: Mid-size
WARD EL,015915183,21,21-Suburb: Large
WARE EL,092903125,13,13-City: Small
WARNER EL,101907149,41,41-Rural: Fringe
WARREN EL,229904103,42,42-Rural: Distant
WARREN H S,229904001,42,42-Rural: Distant
WARREN H S,015915019,11,11-City: Large
WARREN J H,229904041,42,42-Rural: Distant
WARREN MIDDLE,129902041,31,31-Town: Fringe
WASHINGTON B T H S,101912016,11,11-City: Large
WASHINGTON EARLY CHILDHOOD CENTER,001907102,32,32-Town: Distant
WASHINGTON EL,091906109,13,13-City: Small
WASHINGTON EL,123907117,13,13-City: Small
WASHINGTON EL,015907172,11,11-City: Large
WASHINGTON EL,114901113,32,32-Town: Distant
WASHINGTON HEIGHTS EL,220905175,11,11-City: Large
WASHINGTON STEM ACADEMY,165901129,12,12-City: Mid-size
WASKOM EL,102903103,42,42-Rural: Distant
WASKOM H S,102903002,42,42-Rural: Distant
WASKOM MIDDLE,102903041,42,42-Rural: Distant
WATAUGA EL,220902113,21,21-Suburb: Large
WATAUGA MIDDLE,220902045,21,21-Suburb: Large
WATER VALLEY / VERIBEST SPECIAL PROGRAMS,226905007,42,42-Rural: Distant
WATER VALLEY SCHOOL,226905001,42,42-Rural: Distant
WATERFORD OAKS EL,057904107,21,21-Suburb: Large
WATERS EL,152901183,11,11-City: Large
WATKINS MIDDLE,101907045,21,21-Suburb: Large
WATSON J H,009901041,33,33-Town: Remote
WATSON TECHNOLOGY CENTER,057909115,21,21-Suburb: Large
WATTS EL,094902110,21,21-Suburb: Large
WAVERLY PARK EL,220905176,11,11-City: Large
WAXAHACHIE GLOBAL H S,070912004,21,21-Suburb: Large
WAXAHACHIE H S,070912002,41,41-Rural: Fringe
WAXAHACHIE H S OF CHOICE,070912003,21,21-Suburb: Large
WAYNE A COX EL,061911120,21,21-Suburb: Large
WAYSIDE ALTAMIRA ACADEMY,227803103,11,11-City: Large
WAYSIDE EDEN PARK ACADEMY,227803101,11,11-City: Large
WAYSIDE MIDDLE,220918041,21,21-Suburb: Large
WAYSIDE REAL LEARNING ACADEMY,227803102,11,11-City: Large
WAYSIDE SCI-TECH MIDDLE AND H S,227803001,11,11-City: Large
WEATHERFORD EL,043910113,11,11-City: Large
WEATHERFORD H S,184903001,41,41-Rural: Fringe
WEAVER EL,057909116,21,21-Suburb: Large
WEBB COUNTY J J A E P,240901010,41,41-Rural: Fringe
WEBB EL,220901148,11,11-City: Large
WEBB EL,043907104,22,22-Suburb: Mid-size
WEBB M S,227901053,11,11-City: Large
WEBB MIDDLE,057909049,21,21-Suburb: Large
WEDGEWOOD EL,084910119,21,21-Suburb: Large
WEDGEWORTH EL,070912108,21,21-Suburb: Large
WEDGWOOD 6TH GR SCH,220905043,11,11-City: Large
WEDGWOOD MIDDLE,220905060,11,11-City: Large
WEIMAR EL,045905102,42,42-Rural: Distant
WEIMAR H S,045905002,42,42-Rural: Distant
WEIMAR J H,045905041,42,42-Rural: Distant
WEINERT EL,094901105,31,31-Town: Fringe
WEISS H S,227904005,41,41-Rural: Fringe
WELCH MIDDLE,101912056,11,11-City: Large
WELDER EL,205906103,32,32-Town: Distant
WELDON EL,092901105,23,23-Suburb: Small
WELDON HAFLEY DEVELOPMENT CTR,220918005,21,21-Suburb: Large
WELLBORN MIDDLE,021901043,41,41-Rural: Fringe
WELLINGTON EL,044902101,43,43-Rural: Remote
WELLINGTON EL,061902130,21,21-Suburb: Large
WELLINGTON H S,044902001,43,43-Rural: Remote
WELLINGTON J H,044902041,43,43-Rural: Remote
WELLMAN-UNION SCHOOL,223904001,42,42-Rural: Distant
WELLS BRANCH EL,246909115,21,21-Suburb: Large
WELLS EL,043910116,11,11-City: Large
WELLS EL,101907158,41,41-Rural: Fringe
WELLS SCHOOL,037909001,42,42-Rural: Distant
WERNLI EL,015915235,41,41-Rural: Fringe
WESLACO 21ST CENTURY CTE EARLY COLLEGE H S,108913009,21,21-Suburb: Large
WESLACO EAST H S,108913006,21,21-Suburb: Large
WESLACO H S,108913001,21,21-Suburb: Large
WESLEY EL,101912254,11,11-City: Large
WEST AVENUE EL,161914129,12,12-City: Mid-size
WEST BIRDVILLE EL,220902111,21,21-Suburb: Large
WEST BRAZOS J H,020907042,41,41-Rural: Fringe
WEST BRIAR MIDDLE,101912099,11,11-City: Large
WEST BROOK SR H S,123910008,12,12-City: Mid-size
WEST BROOKHAVEN YOUTH RANCH SCHOOL,161916198,42,42-Rural: Distant
WEST CENTRAL EL,059901103,32,32-Town: Distant
WEST COLUMBIA EL,020907102,32,32-Town: Distant
WEST CYPRESS HILLS EL,227913106,41,41-Rural: Fringe
WEST EL,161916102,31,31-Town: Fringe
WEST EL,220901152,21,21-Suburb: Large
WEST EL,220920103,21,21-Suburb: Large
WEST EL,172902102,32,32-Town: Distant
WEST END EL,008901105,43,43-Rural: Remote
WEST FORK H S,170908008,11,11-City: Large
WEST FOUNDATION EL,243905126,12,12-City: Mid-size
WEST GROVES EARLY LEARNING CENTER,123908111,13,13-City: Small
WEST H S,161916001,41,41-Rural: Fringe
WEST HANDLEY EL,220905105,11,11-City: Large
WEST HARDIN EL,100908101,42,42-Rural: Distant
WEST HARDIN H S,100908001,42,42-Rural: Distant
WEST MAIN EL,057913103,21,21-Suburb: Large
WEST MEMORIAL EL,101914103,21,21-Suburb: Large
WEST MEMORIAL J H,101914042,21,21-Suburb: Large
WEST MESQUITE H S,057914003,21,21-Suburb: Large
WEST MIDDLE,161916042,41,41-Rural: Fringe
WEST ORANGE-STARK EL,181906102,22,22-Suburb: Mid-size
WEST ORANGE-STARK H S,181906001,22,22-Suburb: Mid-size
WEST ORANGE-STARK MIDDLE,181906041,22,22-Suburb: Mid-size
WEST OSO EL,178915104,11,11-City: Large
WEST OSO H S,178915001,11,11-City: Large
WEST OSO ISD JJAEP,178915002,11,11-City: Large
WEST OSO J H,178915041,11,11-City: Large
WEST PLAINS H S,191901005,41,41-Rural: Fringe
WEST RIDGE MIDDLE,227909042,21,21-Suburb: Large
WEST RUSK EL,201914105,42,42-Rural: Distant
WEST RUSK H S,201914001,42,42-Rural: Distant
WEST RUSK INT,201914104,42,42-Rural: Distant
WEST RUSK MIDDLE,201914041,42,42-Rural: Distant
WEST SABINE EL,202905102,43,43-Rural: Remote
WEST SABINE H S,202905002,43,43-Rural: Remote
WEST SIDE EL,037904104,32,32-Town: Distant
WEST TEXAS EL,117904101,42,42-Rural: Distant
WEST TEXAS H S,117904001,42,42-Rural: Distant
WEST TEXAS MIDDLE,117904041,42,42-Rural: Distant
WEST UNIVERSITY EL,101912255,21,21-Suburb: Large
WESTBROOK INT,084910049,11,11-City: Large
WESTBROOK SCHOOL,168903001,42,42-Rural: Distant
WESTBURY H S,101912017,11,11-City: Large
WESTCHASE CLASSICAL ACADEMY,221801069,11,11-City: Large
WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES,101920014,11,11-City: Large
WESTCLIFF EL,220905177,11,11-City: Large
WESTCREEK EL,220905178,11,11-City: Large
WESTER EL,152901184,11,11-City: Large
WESTER MIDDLE,043905045,21,21-Suburb: Large
WESTERN HILLS EL,220905180,11,11-City: Large
WESTERN HILLS EL,014909114,13,13-City: Small
WESTERN HILLS EL,071902146,11,11-City: Large
WESTERN HILLS H S,220905015,21,21-Suburb: Large
WESTERN HILLS PRI,220905221,11,11-City: Large
WESTERN PLATEAU EL,188901131,12,12-City: Mid-size
WESTFIELD H S,101919002,21,21-Suburb: Large
WESTHOFF EL,062905101,43,43-Rural: Remote
WESTLAKE ACADEMY,220810001,41,41-Rural: Fringe
WESTLAKE H S,227909001,21,21-Suburb: Large
WESTLAKE MIDDLE,101913049,41,41-Rural: Fringe
WESTLAWN EL,019907108,13,13-City: Small
WESTOVER PARK J H,191901043,12,12-City: Mid-size
WESTPARK EL,220905207,21,21-Suburb: Large
WESTPHALIA EL,073904101,42,42-Rural: Distant
WESTSIDE EL,020902104,41,41-Rural: Fringe
WESTSIDE EL,246913121,21,21-Suburb: Large
WESTSIDE H S,101912036,11,11-City: Large
WESTVIEW MIDDLE,227904042,11,11-City: Large
WESTWIND EL,152907105,11,11-City: Large
WESTWOOD EL,084911101,21,21-Suburb: Large
WESTWOOD EL,101920116,11,11-City: Large
WESTWOOD EL,001908101,32,32-Town: Distant
WESTWOOD H S,001908002,32,32-Town: Distant
WESTWOOD H S,246909003,11,11-City: Large
WESTWOOD J H,001908041,32,32-Town: Distant
WESTWOOD MATH SCIENCE LEADERSHIP MAGNET,057916048,11,11-City: Large
WESTWOOD PRI,001908102,32,32-Town: Distant
WESTWOOD TERRACE EL,015915114,11,11-City: Large
WETMORE EL,015910137,11,11-City: Large
WH FORD H S,116908001,41,41-Rural: Fringe
WHARTON EL,241904106,41,41-Rural: Fringe
WHARTON H S,241904001,32,32-Town: Distant
WHARTON J H,241904042,32,32-Town: Distant
WHARTON K-8 DUAL LANGUAGE ACADEMY,101912256,11,11-City: Large
WHEATLEY ALTERNATIVE EDUCATION CENTER,014909005,13,13-City: Small
WHEATLEY H S,101912018,11,11-City: Large
WHEATLEY SCHOOL OF EARLY CHILDHOOD PROGRAMS,123907111,13,13-City: Small
WHEELER SCHOOL,242903001,43,43-Rural: Remote
WHEELOCK EL,152901186,11,11-City: Large
WHIDBY EL,101912257,11,11-City: Large
WHISPERING HILLS ACHIEVEMENT CENTER,075901103,42,42-Rural: Distant
WHISPERING PINES EL,101913115,21,21-Suburb: Large
WHITAKER EL,071902153,11,11-City: Large
WHITE DEER EL,033904102,43,43-Rural: Remote
WHITE DEER H S,033904001,43,43-Rural: Remote
WHITE E EL,101912267,11,11-City: Large
WHITE J H,108908042,13,13-City: Small
WHITE MIDDLE,015910046,11,11-City: Large
WHITE OAK H S,092908001,23,23-Suburb: Small
WHITE OAK INT,092908103,23,23-Suburb: Small
WHITE OAK MIDDLE,092908041,23,23-Suburb: Small
WHITE OAK MIDDLE,170908041,21,21-Suburb: Large
WHITE OAK PRI,092908102,23,23-Suburb: Small
WHITE ROCK EL,057916117,11,11-City: Large
WHITE SETTLEMENT DISCIPLINARY CAMPUS,220920005,21,21-Suburb: Large
WHITEFACE SCHOOL,040902001,43,43-Rural: Remote
WHITEHOUSE A E P,212906002,22,22-Suburb: Mid-size
WHITEHOUSE H S,212906001,22,22-Suburb: Mid-size
WHITEHOUSE J H,212906041,22,22-Suburb: Mid-size
WHITESBORO H S,091909001,32,32-Town: Distant
WHITESBORO INT,091909101,32,32-Town: Distant
WHITESBORO MIDDLE,091909041,32,32-Town: Distant
WHITESIDE EL,152901187,11,11-City: Large
WHITESTONE EL,246913101,21,21-Suburb: Large
WHITEWRIGHT EL,091910101,42,42-Rural: Distant
WHITEWRIGHT H S,091910001,42,42-Rural: Distant
WHITEWRIGHT MIDDLE,091910041,42,42-Rural: Distant
WHITHARRAL SCHOOL,110908001,42,42-Rural: Distant
WHITLEY ROAD EL,220907105,21,21-Suburb: Large
WHITNEY ALTERNATIVE EDUCATION CENTER,109911005,42,42-Rural: Distant
WHITNEY EL,109911101,42,42-Rural: Distant
WHITNEY H S,109911001,42,42-Rural: Distant
WHITNEY INT,109911102,42,42-Rural: Distant
WHITNEY M YOUNG JR EL,057905250,11,11-City: Large
WHITNEY MIDDLE,109911041,42,42-Rural: Distant
WHITTIER EL,101912258,21,21-Suburb: Large
WHITTIER EL,188901132,12,12-City: Mid-size
WHITTIER MIDDLE,015907059,11,11-City: Large
WICHITA CO JJAEP,243901003,12,12-City: Mid-size
WICHITA COUNTY J J A E P,243906002,12,12-City: Mid-size
WICHITA COUNTY JUVENILE JUSTICE AEP,243905009,12,12-City: Mid-size
WICHITA FALLS H S,243905004,12,12-City: Mid-size
WIDEN EL,227901175,11,11-City: Large
WIEDERSTEIN EL,094902101,21,21-Suburb: Large
WIELAND EL,227904117,21,21-Suburb: Large
WIGGS MIDDLE,071902052,11,11-City: Large
WILBUR E LUCAS EL,108916104,21,21-Suburb: Large
WILCHESTER EL,101920118,11,11-City: Large
WILD PEACH EL,020907106,41,41-Rural: Fringe
WILDERNESS OAK EL,015910143,11,11-City: Large
WILDORADO SCHOOL,180904101,42,42-Rural: Distant
WILDWOOD EL,101921114,41,41-Rural: Fringe
WILEMON STEAM ACADEMY,070912114,21,21-Suburb: Large
WILHELMINA DELCO EL,227904113,11,11-City: Large
WILKERSON INT,170902045,12,12-City: Mid-size
WILKINSON EL,170902126,41,41-Rural: Fringe
WILKINSON MIDDLE,057914043,21,21-Suburb: Large
WILLBERN EL,101907131,21,21-Suburb: Large
WILLETT EL,129902112,31,31-Town: Fringe
WILLIAM B MILLER EL,057905185,11,11-City: Large
WILLIAM B TRAVIS H S,079907013,21,21-Suburb: Large
WILLIAM B TRAVIS VANGUARD ACAD OF ACADEMICALLY TAG,057905217,11,11-City: Large
WILLIAM B TRAVIS WORLD LANGUAGE ACADEMY,057910137,21,21-Suburb: Large
WILLIAM C HERRERA EL,071902174,11,11-City: Large
WILLIAM D SLIDER MIDDLE,071909043,11,11-City: Large
WILLIAM E WYLIE EL,201902109,41,41-Rural: Fringe
WILLIAM F BARNETT EL,084909105,41,41-Rural: Fringe
WILLIAM G GRAVITT J H,251901041,33,33-Town: Remote
WILLIAM H BYRD MIDDLE,057907042,21,21-Suburb: Large
WILLIAM HAWLEY ATWELL LAW ACADEMY,057905042,11,11-City: Large
WILLIAM J CLINTON EL,108912123,41,41-Rural: Fringe
WILLIAM J WINKLEY EL,246913117,21,21-Suburb: Large
WILLIAM LEE HASTINGS EL,057907104,21,21-Suburb: Large
WILLIAM LIPSCOMB EL,057905177,11,11-City: Large
WILLIAM M ANDERSON EL,057905104,11,11-City: Large
WILLIAM PASCHALL EL,015916114,11,11-City: Large
WILLIAM RUSHING MIDDLE,043912044,41,41-Rural: Fringe
WILLIAM STRIBLING EL,126902107,21,21-Suburb: Large
WILLIAM VELASQUEZ,079901122,41,41-Rural: Fringe
WILLIAMS EL,220901145,11,11-City: Large
WILLIAMS EL,152901188,11,11-City: Large
WILLIAMS EL,101917120,21,21-Suburb: Large
WILLIAMS EL,227901166,11,11-City: Large
WILLIAMS EL,246904111,41,41-Rural: Fringe
WILLIAMS EL,057909117,21,21-Suburb: Large
WILLIAMS H S,043910003,11,11-City: Large
WILLIAMS MIDDLE,101912082,11,11-City: Large
WILLIE BROWN ACADEMY,220908110,21,21-Suburb: Large
WILLIE E WILLIAMS EL,170906105,31,31-Town: Fringe
WILLIS H S,170904002,41,41-Rural: Fringe
WILLIS LANE EL,220907110,21,21-Suburb: Large
WILLOUGHBY HOUSE,220905066,11,11-City: Large
WILLOW BEND EL,152907106,41,41-Rural: Fringe
WILLOW CREEK EL,101921107,21,21-Suburb: Large
WILLOW CREEK EL,101913113,11,11-City: Large
WILLOW CREEK EL,220918114,21,21-Suburb: Large
WILLOW SPRINGS EL,014906120,12,12-City: Mid-size
WILLOW SPRINGS MIDDLE,043919041,41,41-Rural: Fringe
WILLOW VISTA ECA,188902103,12,12-City: Mid-size
WILLOW WOOD EL,043908107,41,41-Rural: Fringe
WILLOW WOOD J H,101921043,21,21-Suburb: Large
WILLOWRIDGE H S,079907002,11,11-City: Large
WILLS EL,188901133,12,12-City: Mid-size
WILLS POINT H S,234907002,32,32-Town: Distant
WILLS POINT J H,234907042,32,32-Town: Distant
WILLS POINT MIDDLE,234907041,32,32-Town: Distant
WILLS POINT PRI,234907102,32,32-Town: Distant
WILMER-HUTCHINS EL,057905301,41,41-Rural: Fringe
WILMER-HUTCHINS H S,057905380,41,41-Rural: Fringe
WILSHIRE EL,015910116,11,11-City: Large
WILSHIRE EL,220916112,21,21-Suburb: Large
WILSON & YOUNG MEDAL OF HONOR MIDDLE,068901045,12,12-City: Mid-size
WILSON CO J J A E P,247904003,41,41-Rural: Fringe
WILSON CO J J A E P,247901003,41,41-Rural: Fringe
WILSON CO JJAEP,247903003,41,41-Rural: Fringe
WILSON EL,101907118,21,21-Suburb: Large
WILSON EL,108906112,12,12-City: Mid-size
WILSON EL,152901189,11,11-City: Large
WILSON EL,031903116,22,22-Suburb: Mid-size
WILSON EL,015907174,11,11-City: Large
WILSON EL,090904108,33,33-Town: Remote
WILSON EL,101902142,21,21-Suburb: Large
WILSON EL,057922106,21,21-Suburb: Large
WILSON J H,146902041,32,32-Town: Distant
WILSON MIDDLE,043910043,11,11-City: Large
WILSON MIDDLE,123905042,22,22-Suburb: Mid-size
WILSON SCHOOL,153907001,42,42-Rural: Distant
WIMBERLEY H S,105905001,41,41-Rural: Fringe
WIMBISH WORLD LANGUAGE ACADEMY,220901166,11,11-City: Large
WINDCREST EL,015910117,21,21-Suburb: Large
WINDERMERE EL,227904106,21,21-Suburb: Large
WINDSONG INT,084911104,21,21-Suburb: Large
WINDSONG RANCH EL,043912106,41,41-Rural: Fringe
WINDSOR EL,188901141,12,12-City: Mid-size
WINDSOR PARK G/T,178904139,11,11-City: Large
WINDSOR VILLAGE EL,101912260,11,11-City: Large
WINDTHORST EL,005904101,42,42-Rural: Distant
WINDTHORST H S,005904001,42,42-Rural: Distant
WINDTHORST JH,005904041,42,42-Rural: Distant
WINFREE ACADEMY CHARTER SCHOOL (IRVING),057828001,11,11-City: Large
WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),057828002,21,21-Suburb: Large
WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),057828003,12,12-City: Mid-size
WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,057828004,21,21-Suburb: Large
WINFREE ACADEMY CHARTER SCHOOL DALLAS,057828006,11,11-City: Large
WINFREE ACADEMY NORTH RICHLAND HILLS,057828005,21,21-Suburb: Large
WINK EL,248902101,42,42-Rural: Distant
WINK H S,248902001,42,42-Rural: Distant
WINN EL,227901157,11,11-City: Large
WINNETKA EL,057905229,11,11-City: Large
WINNSBORO EL,250907103,32,32-Town: Distant
WINNSBORO H S,250907001,32,32-Town: Distant
WINNSBORO J H,250907041,32,32-Town: Distant
WINNSBORO MEMORIAL INT,250907107,32,32-Town: Distant
WINONA EL,212910101,41,41-Rural: Fringe
WINONA H S,212910001,41,41-Rural: Fringe
WINONA MIDDLE,212910041,41,41-Rural: Fringe
WINSTON EL,015905116,11,11-City: Large
WINSTON INT OF EXCELLENCE,015905143,11,11-City: Large
WINTERS EL,200904101,32,32-Town: Distant
WINTERS H S,200904001,32,32-Town: Distant
WINTERS J H,200904041,32,32-Town: Distant
WINTERS/FAIRVIEW AEP,200904004,41,41-Rural: Fringe
WISDOM H S,057803019,11,11-City: Large
WISDOM H S,101912009,11,11-City: Large
WISDOM PRI,057803116,11,11-City: Large
WISE EL,212909101,41,41-Rural: Fringe
WM B TRAVIS EL,102902108,32,32-Town: Distant
WM DAVID SURRATT EL,071901101,21,21-Suburb: Large
WODEN EL,174906101,42,42-Rural: Distant
WODEN H S,174906001,42,42-Rural: Distant
WODEN J H,174906041,42,42-Rural: Distant
WOLF RANCH EL,246904105,41,41-Rural: Fringe
WOLFE CITY EL,116909101,43,43-Rural: Remote
WOLFE CITY H S,116909001,43,43-Rural: Remote
WOLFE CITY MIDDLE,116909041,43,43-Rural: Remote
WOLFFARTH EL,152901190,11,11-City: Large
WOLFLIN EL,188901135,12,12-City: Mid-size
WOMEN'S HAVEN,220905211,11,11-City: Large
WOOD EL,220901133,11,11-City: Large
WOOD MIDDLE,015910047,11,11-City: Large
WOODARD EL,101907157,41,41-Rural: Fringe
WOODCREEK EL,101914129,21,21-Suburb: Large
WOODCREEK J H,101914052,21,21-Suburb: Large
WOODCREEK MIDDLE,101913048,11,11-City: Large
WOODCREST EL,123908107,22,22-Suburb: Mid-size
WOODEN EL,070911102,21,21-Suburb: Large
WOODGATE INT,161903106,12,12-City: Mid-size
WOODLAKE EL,015916107,21,21-Suburb: Large
WOODLAKE HILLS MIDDLE,015916043,11,11-City: Large
WOODLAND ACRES EL,101910110,11,11-City: Large
WOODLAND ACRES MIDDLE,101910043,11,11-City: Large
WOODLAND HEIGHTS EL,025902107,33,33-Town: Remote
WOODLAND HILLS EL,101913105,11,11-City: Large
WOODLAND SPRINGS EL,220907119,11,11-City: Large
WOODLANDS EL,188901142,12,12-City: Mid-size
WOODLAWN ACADEMY,015907175,11,11-City: Large
WOODLAWN EL,178904140,11,11-City: Large
WOODLAWN HILLS EL,015907176,11,11-City: Large
WOODRIDGE EL,057906109,21,21-Suburb: Large
WOODRIDGE EL,015901104,11,11-City: Large
WOODRIDGE FOREST MIDDLE,170908044,21,21-Suburb: Large
WOODROE PETTY EL,205907101,31,31-Town: Fringe
