Campus Number,Campus Name,District Number,District Name,County Number,County Name,Student Count,Dropout Count,Dropout Rate,,,,
001902001,Cayuga HS,001902,Cayuga ISD,001,Anderson County,173,0,0.0,,,,
001902001,Cayuga HS,001902,Cayuga ISD,001,Anderson County,173,0,0.0,,,,
001902001,Cayuga HS,001902,Cayuga ISD,001,Anderson County,173,0,0.0,,,,
001902001,Cayuga HS,001902,Cayuga ISD,001,Anderson County,173,0,0.0,,,,
001902041,Cayuga Middle,001902,Cayuga ISD,001,Anderson County,116,0,0.0,,,,
001902041,Cayuga Middle,001902,Cayuga ISD,001,Anderson County,116,0,0.0,,,,
001902041,Cayuga Middle,001902,Cayuga ISD,001,Anderson County,116,0,0.0,,,,
001902041,Cayuga Middle,001902,Cayuga ISD,001,Anderson County,116,0,0.0,,,,
001903001,Elkhart HS,001903,Elkhart ISD,001,Anderson County,335,0,0.0,,,,
001903001,Elkhart HS,001903,Elkhart ISD,001,Anderson County,334,0,0.0,,,,
001903001,Elkhart HS,001903,Elkhart ISD,001,Anderson County,335,0,0.0,,,,
001903001,Elkhart HS,001903,Elkhart ISD,001,Anderson County,334,0,0.0,,,,
001903041,Elkhart Middle,001903,Elkhart ISD,001,Anderson County,209,0,0.0,,,,
001903041,Elkhart Middle,001903,Elkhart ISD,001,Anderson County,209,0,0.0,,,,
001903041,Elkhart Middle,001903,Elkhart ISD,001,Anderson County,209,0,0.0,,,,
001903041,Elkhart Middle,001903,Elkhart ISD,001,Anderson County,209,0,0.0,,,,
001904001,Frankston HS,001904,Frankston ISD,001,Anderson County,250,2,0.8,,,,
001904001,Frankston HS,001904,Frankston ISD,001,Anderson County,248,2,0.8,,,,
001904001,Frankston HS,001904,Frankston ISD,001,Anderson County,250,2,0.8,,,,
001904001,Frankston HS,001904,Frankston ISD,001,Anderson County,248,2,0.8,,,,
001904041,Frankston Middle,001904,Frankston ISD,001,Anderson County,148,0,0.0,,,,
001904041,Frankston Middle,001904,Frankston ISD,001,Anderson County,148,0,0.0,,,,
001904041,Frankston Middle,001904,Frankston ISD,001,Anderson County,148,0,0.0,,,,
001904041,Frankston Middle,001904,Frankston ISD,001,Anderson County,148,0,0.0,,,,
001906002,Neches HS,001906,Neches ISD,001,Anderson County,115,0,0.0,,,,
001906002,Neches HS,001906,Neches ISD,001,Anderson County,115,0,0.0,,,,
001906002,Neches HS,001906,Neches ISD,001,Anderson County,115,0,0.0,,,,
001906002,Neches HS,001906,Neches ISD,001,Anderson County,115,0,0.0,,,,
001906102,Neches El,001906,Neches ISD,001,Anderson County,48,0,0.0,,,,
001906102,Neches El,001906,Neches ISD,001,Anderson County,48,0,0.0,,,,
001906102,Neches El,001906,Neches ISD,001,Anderson County,48,0,0.0,,,,
001906102,Neches El,001906,Neches ISD,001,Anderson County,48,0,0.0,,,,
001907001,Palestine HS,001907,Palestine ISD,001,Anderson County,"1,124",3,0.3,,,,
001907001,Palestine HS,001907,Palestine ISD,001,Anderson County,"1,123",2,0.2,,,,
001907001,Palestine HS,001907,Palestine ISD,001,Anderson County,"1,124",3,0.3,,,,
001907001,Palestine HS,001907,Palestine ISD,001,Anderson County,"1,123",2,0.2,,,,
001907041,Palestine JH,001907,Palestine ISD,001,Anderson County,536,0,0.0,,,,
001907041,Palestine JH,001907,Palestine ISD,001,Anderson County,536,0,0.0,,,,
001907041,Palestine JH,001907,Palestine ISD,001,Anderson County,536,0,0.0,,,,
001907041,Palestine JH,001907,Palestine ISD,001,Anderson County,536,0,0.0,,,,
001908002,Westwood HS,001908,Westwood ISD,001,Anderson County,441,3,0.7,,,,
001908002,Westwood HS,001908,Westwood ISD,001,Anderson County,437,1,0.2,,,,
001908002,Westwood HS,001908,Westwood ISD,001,Anderson County,441,3,0.7,,,,
001908002,Westwood HS,001908,Westwood ISD,001,Anderson County,437,1,0.2,,,,
001908041,Westwood JH,001908,Westwood ISD,001,Anderson County,226,0,0.0,,,,
001908041,Westwood JH,001908,Westwood ISD,001,Anderson County,226,0,0.0,,,,
001908041,Westwood JH,001908,Westwood ISD,001,Anderson County,226,0,0.0,,,,
001908041,Westwood JH,001908,Westwood ISD,001,Anderson County,226,0,0.0,,,,
001909001,Slocum HS,001909,Slocum ISD,001,Anderson County,112,0,0.0,,,,
001909001,Slocum HS,001909,Slocum ISD,001,Anderson County,112,0,0.0,,,,
001909001,Slocum HS,001909,Slocum ISD,001,Anderson County,112,0,0.0,,,,
001909001,Slocum HS,001909,Slocum ISD,001,Anderson County,112,0,0.0,,,,
001909101,Slocum PK-8,001909,Slocum ISD,001,Anderson County,55,0,0.0,,,,
001909101,Slocum PK-8,001909,Slocum ISD,001,Anderson County,55,0,0.0,,,,
001909101,Slocum PK-8,001909,Slocum ISD,001,Anderson County,55,0,0.0,,,,
001909101,Slocum PK-8,001909,Slocum ISD,001,Anderson County,55,0,0.0,,,,
002901001,Andrews HS,002901,Andrews ISD,002,Andrews County,"1,223",3,0.2,,,,
002901001,Andrews HS,002901,Andrews ISD,002,Andrews County,"1,216",3,0.2,,,,
002901001,Andrews HS,002901,Andrews ISD,002,Andrews County,"1,223",3,0.2,,,,
002901001,Andrews HS,002901,Andrews ISD,002,Andrews County,"1,216",3,0.2,,,,
002901002,Andrews Education Center,002901,Andrews ISD,002,Andrews County,98,15,15.3,,,,
002901002,Andrews Education Center,002901,Andrews ISD,002,Andrews County,79,11,13.9,,,,
002901002,Andrews Education Center,002901,Andrews ISD,002,Andrews County,98,15,15.3,,,,
002901002,Andrews Education Center,002901,Andrews ISD,002,Andrews County,79,11,13.9,,,,
002901041,Andrews Middle,002901,Andrews ISD,002,Andrews County,676,1,0.1,,,,
002901041,Andrews Middle,002901,Andrews ISD,002,Andrews County,674,1,0.1,,,,
002901041,Andrews Middle,002901,Andrews ISD,002,Andrews County,676,1,0.1,,,,
002901041,Andrews Middle,002901,Andrews ISD,002,Andrews County,674,1,0.1,,,,
003801001,Pineywoods Community Academy HS,003801,Pineywoods Community Academy,003,Angelina County,264,1,0.4,,,,
003801001,Pineywoods Community Academy HS,003801,Pineywoods Community Academy,003,Angelina County,264,1,0.4,,,,
003801001,Pineywoods Community Academy HS,003801,Pineywoods Community Academy,003,Angelina County,264,1,0.4,,,,
003801001,Pineywoods Community Academy HS,003801,Pineywoods Community Academy,003,Angelina County,264,1,0.4,,,,
003801002,Pineywood Community Academy,003801,Pineywoods Community Academy,003,Angelina County,-1,-1,-1,,,,
003801002,Pineywood Community Academy,003801,Pineywoods Community Academy,003,Angelina County,-1,-1,-1,,,,
003801002,Pineywood Community Academy,003801,Pineywoods Community Academy,003,Angelina County,-1,-1,-1,,,,
003801002,Pineywood Community Academy,003801,Pineywoods Community Academy,003,Angelina County,-1,-1,-1,,,,
003801042,Dr Terry Robbins Middle,003801,Pineywoods Community Academy,003,Angelina County,152,0,0.0,,,,
003801042,Dr Terry Robbins Middle,003801,Pineywoods Community Academy,003,Angelina County,152,0,0.0,,,,
003801042,Dr Terry Robbins Middle,003801,Pineywoods Community Academy,003,Angelina County,152,0,0.0,,,,
003801042,Dr Terry Robbins Middle,003801,Pineywoods Community Academy,003,Angelina County,152,0,0.0,,,,
003902001,Hudson HS,003902,Hudson ISD,003,Angelina County,872,4,0.5,,,,
003902001,Hudson HS,003902,Hudson ISD,003,Angelina County,870,4,0.5,,,,
003902001,Hudson HS,003902,Hudson ISD,003,Angelina County,872,4,0.5,,,,
003902001,Hudson HS,003902,Hudson ISD,003,Angelina County,870,4,0.5,,,,
003902004,Stubblefield Lrn Ctr,003902,Hudson ISD,003,Angelina County,23,5,21.7,,,,
003902004,Stubblefield Lrn Ctr,003902,Hudson ISD,003,Angelina County,23,5,21.7,,,,
003902004,Stubblefield Lrn Ctr,003902,Hudson ISD,003,Angelina County,23,5,21.7,,,,
003902004,Stubblefield Lrn Ctr,003902,Hudson ISD,003,Angelina County,23,5,21.7,,,,
003902041,Hudson Middle,003902,Hudson ISD,003,Angelina County,481,2,0.4,,,,
003902041,Hudson Middle,003902,Hudson ISD,003,Angelina County,480,2,0.4,,,,
003902041,Hudson Middle,003902,Hudson ISD,003,Angelina County,481,2,0.4,,,,
003902041,Hudson Middle,003902,Hudson ISD,003,Angelina County,480,2,0.4,,,,
003903001,Lufkin HS,003903,Lufkin ISD,003,Angelina County,"2,383",29,1.2,,,,
003903001,Lufkin HS,003903,Lufkin ISD,003,Angelina County,"2,370",27,1.1,,,,
003903001,Lufkin HS,003903,Lufkin ISD,003,Angelina County,"2,383",29,1.2,,,,
003903001,Lufkin HS,003903,Lufkin ISD,003,Angelina County,"2,370",27,1.1,,,,
003903004,Stubblefield Lrn Ctr,003903,Lufkin ISD,003,Angelina County,73,20,27.4,,,,
003903004,Stubblefield Lrn Ctr,003903,Lufkin ISD,003,Angelina County,70,20,28.6,,,,
003903004,Stubblefield Lrn Ctr,003903,Lufkin ISD,003,Angelina County,73,20,27.4,,,,
003903004,Stubblefield Lrn Ctr,003903,Lufkin ISD,003,Angelina County,70,20,28.6,,,,
003903044,Lufkin Middle,003903,Lufkin ISD,003,Angelina County,"1,173",2,0.2,,,,
003903044,Lufkin Middle,003903,Lufkin ISD,003,Angelina County,"1,170",2,0.2,,,,
003903044,Lufkin Middle,003903,Lufkin ISD,003,Angelina County,"1,173",2,0.2,,,,
003903044,Lufkin Middle,003903,Lufkin ISD,003,Angelina County,"1,170",2,0.2,,,,
003903201,Juvenile Detent Ctr,003903,Lufkin ISD,003,Angelina County,78,0,0.0,,,,
003903201,Juvenile Detent Ctr,003903,Lufkin ISD,003,Angelina County,74,0,0.0,,,,
003903201,Juvenile Detent Ctr,003903,Lufkin ISD,003,Angelina County,11,0,0.0,,,,
003903201,Juvenile Detent Ctr,003903,Lufkin ISD,003,Angelina County,11,0,0.0,,,,
003903201,Juvenile Detent Ctr,003903,Lufkin ISD,003,Angelina County,67,0,0.0,,,,
003903201,Juvenile Detent Ctr,003903,Lufkin ISD,003,Angelina County,63,0,0.0,,,,
003904001,Huntington HS,003904,Huntington ISD,003,Angelina County,530,0,0.0,,,,
003904001,Huntington HS,003904,Huntington ISD,003,Angelina County,526,0,0.0,,,,
003904001,Huntington HS,003904,Huntington ISD,003,Angelina County,530,0,0.0,,,,
003904001,Huntington HS,003904,Huntington ISD,003,Angelina County,526,0,0.0,,,,
003904005,Pride Alter Sch,003904,Huntington ISD,003,Angelina County,31,1,3.2,,,,
003904005,Pride Alter Sch,003904,Huntington ISD,003,Angelina County,24,1,4.2,,,,
003904005,Pride Alter Sch,003904,Huntington ISD,003,Angelina County,31,1,3.2,,,,
003904005,Pride Alter Sch,003904,Huntington ISD,003,Angelina County,24,1,4.2,,,,
003904041,Huntington Middle,003904,Huntington ISD,003,Angelina County,286,0,0.0,,,,
003904041,Huntington Middle,003904,Huntington ISD,003,Angelina County,286,0,0.0,,,,
003904041,Huntington Middle,003904,Huntington ISD,003,Angelina County,286,0,0.0,,,,
003904041,Huntington Middle,003904,Huntington ISD,003,Angelina County,286,0,0.0,,,,
003905001,Diboll HS,003905,Diboll ISD,003,Angelina County,557,3,0.5,,,,
003905001,Diboll HS,003905,Diboll ISD,003,Angelina County,554,2,0.4,,,,
003905001,Diboll HS,003905,Diboll ISD,003,Angelina County,557,3,0.5,,,,
003905001,Diboll HS,003905,Diboll ISD,003,Angelina County,554,2,0.4,,,,
003905004,Stubblefield Lrn Ctr,003905,Diboll ISD,003,Angelina County,15,6,40.0,,,,
003905004,Stubblefield Lrn Ctr,003905,Diboll ISD,003,Angelina County,14,5,35.7,,,,
003905004,Stubblefield Lrn Ctr,003905,Diboll ISD,003,Angelina County,15,6,40.0,,,,
003905004,Stubblefield Lrn Ctr,003905,Diboll ISD,003,Angelina County,14,5,35.7,,,,
003905041,Diboll JH,003905,Diboll ISD,003,Angelina County,282,0,0.0,,,,
003905041,Diboll JH,003905,Diboll ISD,003,Angelina County,282,0,0.0,,,,
003905041,Diboll JH,003905,Diboll ISD,003,Angelina County,282,0,0.0,,,,
003905041,Diboll JH,003905,Diboll ISD,003,Angelina County,282,0,0.0,,,,
003906001,Zavalla HS,003906,Zavalla ISD,003,Angelina County,134,1,0.7,,,,
003906001,Zavalla HS,003906,Zavalla ISD,003,Angelina County,134,1,0.7,,,,
003906001,Zavalla HS,003906,Zavalla ISD,003,Angelina County,53,0,0.0,,,,
003906001,Zavalla HS,003906,Zavalla ISD,003,Angelina County,53,0,0.0,,,,
003906001,Zavalla HS,003906,Zavalla ISD,003,Angelina County,81,1,1.2,,,,
003906001,Zavalla HS,003906,Zavalla ISD,003,Angelina County,81,1,1.2,,,,
003907001,Central HS,003907,Central ISD,003,Angelina County,387,1,0.3,,,,
003907001,Central HS,003907,Central ISD,003,Angelina County,385,1,0.3,,,,
003907001,Central HS,003907,Central ISD,003,Angelina County,387,1,0.3,,,,
003907001,Central HS,003907,Central ISD,003,Angelina County,385,1,0.3,,,,
003907004,Stubblefield Lrn Ctr,003907,Central ISD,003,Angelina County,16,2,12.5,,,,
003907004,Stubblefield Lrn Ctr,003907,Central ISD,003,Angelina County,13,2,15.4,,,,
003907004,Stubblefield Lrn Ctr,003907,Central ISD,003,Angelina County,16,2,12.5,,,,
003907004,Stubblefield Lrn Ctr,003907,Central ISD,003,Angelina County,13,2,15.4,,,,
003907041,Central JH,003907,Central ISD,003,Angelina County,227,1,0.4,,,,
003907041,Central JH,003907,Central ISD,003,Angelina County,226,1,0.4,,,,
003907041,Central JH,003907,Central ISD,003,Angelina County,227,1,0.4,,,,
003907041,Central JH,003907,Central ISD,003,Angelina County,226,1,0.4,,,,
004901001,Rockport-Fulton HS,004901,Aransas County ISD,004,Aransas County,993,10,1.0,,,,
004901001,Rockport-Fulton HS,004901,Aransas County ISD,004,Aransas County,987,6,0.6,,,,
004901001,Rockport-Fulton HS,004901,Aransas County ISD,004,Aransas County,993,10,1.0,,,,
004901001,Rockport-Fulton HS,004901,Aransas County ISD,004,Aransas County,987,6,0.6,,,,
004901041,Rockport-Fulton Middle,004901,Aransas County ISD,004,Aransas County,510,1,0.2,,,,
004901041,Rockport-Fulton Middle,004901,Aransas County ISD,004,Aransas County,507,0,0.0,,,,
004901041,Rockport-Fulton Middle,004901,Aransas County ISD,004,Aransas County,510,1,0.2,,,,
004901041,Rockport-Fulton Middle,004901,Aransas County ISD,004,Aransas County,507,0,0.0,,,,
005901001,Archer City HS,005901,Archer City ISD,005,Archer County,245,0,0.0,,,,
005901001,Archer City HS,005901,Archer City ISD,005,Archer County,245,0,0.0,,,,
005901001,Archer City HS,005901,Archer City ISD,005,Archer County,72,0,0.0,,,,
005901001,Archer City HS,005901,Archer City ISD,005,Archer County,72,0,0.0,,,,
005901001,Archer City HS,005901,Archer City ISD,005,Archer County,173,0,0.0,,,,
005901001,Archer City HS,005901,Archer City ISD,005,Archer County,173,0,0.0,,,,
005902001,Holliday HS,005902,Holliday ISD,005,Archer County,348,0,0.0,,,,
005902001,Holliday HS,005902,Holliday ISD,005,Archer County,347,0,0.0,,,,
005902001,Holliday HS,005902,Holliday ISD,005,Archer County,348,0,0.0,,,,
005902001,Holliday HS,005902,Holliday ISD,005,Archer County,347,0,0.0,,,,
005902041,Holliday Middle,005902,Holliday ISD,005,Archer County,199,0,0.0,,,,
005902041,Holliday Middle,005902,Holliday ISD,005,Archer County,199,0,0.0,,,,
005902041,Holliday Middle,005902,Holliday ISD,005,Archer County,199,0,0.0,,,,
005902041,Holliday Middle,005902,Holliday ISD,005,Archer County,199,0,0.0,,,,
005904001,Windthorst HS,005904,Windthorst ISD,005,Archer County,137,0,0.0,,,,
005904001,Windthorst HS,005904,Windthorst ISD,005,Archer County,137,0,0.0,,,,
005904001,Windthorst HS,005904,Windthorst ISD,005,Archer County,137,0,0.0,,,,
005904001,Windthorst HS,005904,Windthorst ISD,005,Archer County,137,0,0.0,,,,
005904041,Windthorst JH,005904,Windthorst ISD,005,Archer County,78,0,0.0,,,,
005904041,Windthorst JH,005904,Windthorst ISD,005,Archer County,78,0,0.0,,,,
005904041,Windthorst JH,005904,Windthorst ISD,005,Archer County,78,0,0.0,,,,
005904041,Windthorst JH,005904,Windthorst ISD,005,Archer County,78,0,0.0,,,,
006902001,Claude Schools,006902,Claude ISD,006,Armstrong County,148,0,0.0,,,,
006902001,Claude Schools,006902,Claude ISD,006,Armstrong County,147,0,0.0,,,,
006902001,Claude Schools,006902,Claude ISD,006,Armstrong County,57,0,0.0,,,,
006902001,Claude Schools,006902,Claude ISD,006,Armstrong County,57,0,0.0,,,,
006902001,Claude Schools,006902,Claude ISD,006,Armstrong County,91,0,0.0,,,,
006902001,Claude Schools,006902,Claude ISD,006,Armstrong County,90,0,0.0,,,,
007901001,Charlotte HS,007901,Charlotte ISD,007,Atascosa County,135,0,0.0,,,,
007901001,Charlotte HS,007901,Charlotte ISD,007,Atascosa County,135,0,0.0,,,,
007901001,Charlotte HS,007901,Charlotte ISD,007,Atascosa County,135,0,0.0,,,,
007901001,Charlotte HS,007901,Charlotte ISD,007,Atascosa County,135,0,0.0,,,,
007901041,Charlotte Middle,007901,Charlotte ISD,007,Atascosa County,74,0,0.0,,,,
007901041,Charlotte Middle,007901,Charlotte ISD,007,Atascosa County,73,0,0.0,,,,
007901041,Charlotte Middle,007901,Charlotte ISD,007,Atascosa County,74,0,0.0,,,,
007901041,Charlotte Middle,007901,Charlotte ISD,007,Atascosa County,73,0,0.0,,,,
007902001,Jourdanton HS,007902,Jourdanton ISD,007,Atascosa County,475,1,0.2,,,,
007902001,Jourdanton HS,007902,Jourdanton ISD,007,Atascosa County,470,1,0.2,,,,
007902001,Jourdanton HS,007902,Jourdanton ISD,007,Atascosa County,475,1,0.2,,,,
007902001,Jourdanton HS,007902,Jourdanton ISD,007,Atascosa County,470,1,0.2,,,,
007902004,The Larry Brown School,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902004,The Larry Brown School,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902004,The Larry Brown School,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902004,The Larry Brown School,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902004,The Larry Brown School,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902004,The Larry Brown School,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902005,Atascosa County Juvenile Justice,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902005,Atascosa County Juvenile Justice,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902005,Atascosa County Juvenile Justice,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902005,Atascosa County Juvenile Justice,007902,Jourdanton ISD,007,Atascosa County,-1,-1,-1,,,,
007902006,Jourdanton DAEP,007902,Jourdanton ISD,007,Atascosa County,43,0,0.0,,,,
007902006,Jourdanton DAEP,007902,Jourdanton ISD,007,Atascosa County,41,0,0.0,,,,
007902006,Jourdanton DAEP,007902,Jourdanton ISD,007,Atascosa County,18,0,0.0,,,,
007902006,Jourdanton DAEP,007902,Jourdanton ISD,007,Atascosa County,18,0,0.0,,,,
007902006,Jourdanton DAEP,007902,Jourdanton ISD,007,Atascosa County,25,0,0.0,,,,
007902006,Jourdanton DAEP,007902,Jourdanton ISD,007,Atascosa County,23,0,0.0,,,,
007902041,Jourdanton JH,007902,Jourdanton ISD,007,Atascosa County,278,0,0.0,,,,
007902041,Jourdanton JH,007902,Jourdanton ISD,007,Atascosa County,278,0,0.0,,,,
007902041,Jourdanton JH,007902,Jourdanton ISD,007,Atascosa County,278,0,0.0,,,,
007902041,Jourdanton JH,007902,Jourdanton ISD,007,Atascosa County,278,0,0.0,,,,
007904001,Lytle HS,007904,Lytle ISD,007,Atascosa County,543,24,4.4,,,,
007904001,Lytle HS,007904,Lytle ISD,007,Atascosa County,536,21,3.9,,,,
007904001,Lytle HS,007904,Lytle ISD,007,Atascosa County,543,24,4.4,,,,
007904001,Lytle HS,007904,Lytle ISD,007,Atascosa County,536,21,3.9,,,,
007904002,Lytle DAEP,007904,Lytle ISD,007,Atascosa County,-3,-3,0.0,,,,
007904002,Lytle DAEP,007904,Lytle ISD,007,Atascosa County,-3,-3,0.0,,,,
007904002,Lytle DAEP,007904,Lytle ISD,007,Atascosa County,-1,-1,-1,,,,
007904002,Lytle DAEP,007904,Lytle ISD,007,Atascosa County,-1,-1,-1,,,,
007904002,Lytle DAEP,007904,Lytle ISD,007,Atascosa County,23,0,0.0,,,,
007904002,Lytle DAEP,007904,Lytle ISD,007,Atascosa County,23,0,0.0,,,,
007904041,Lytle JH,007904,Lytle ISD,007,Atascosa County,288,4,1.4,,,,
007904041,Lytle JH,007904,Lytle ISD,007,Atascosa County,286,3,1.0,,,,
007904041,Lytle JH,007904,Lytle ISD,007,Atascosa County,288,4,1.4,,,,
007904041,Lytle JH,007904,Lytle ISD,007,Atascosa County,286,3,1.0,,,,
007905001,Pleasanton HS,007905,Pleasanton ISD,007,Atascosa County,"1,038",6,0.6,,,,
007905001,Pleasanton HS,007905,Pleasanton ISD,007,Atascosa County,"1,033",6,0.6,,,,
007905001,Pleasanton HS,007905,Pleasanton ISD,007,Atascosa County,"1,038",6,0.6,,,,
007905001,Pleasanton HS,007905,Pleasanton ISD,007,Atascosa County,"1,033",6,0.6,,,,
007905004,Atascosa Co Alter,007905,Pleasanton ISD,007,Atascosa County,-3,-3,0.0,,,,
007905004,Atascosa Co Alter,007905,Pleasanton ISD,007,Atascosa County,-3,-3,0.0,,,,
007905004,Atascosa Co Alter,007905,Pleasanton ISD,007,Atascosa County,-1,-1,-1,,,,
007905004,Atascosa Co Alter,007905,Pleasanton ISD,007,Atascosa County,-1,-1,-1,,,,
007905004,Atascosa Co Alter,007905,Pleasanton ISD,007,Atascosa County,9,0,0.0,,,,
007905004,Atascosa Co Alter,007905,Pleasanton ISD,007,Atascosa County,9,0,0.0,,,,
007905005,Pleasanton ISD School of Choice,007905,Pleasanton ISD,007,Atascosa County,35,4,11.4,,,,
007905005,Pleasanton ISD School of Choice,007905,Pleasanton ISD,007,Atascosa County,27,3,11.1,,,,
007905005,Pleasanton ISD School of Choice,007905,Pleasanton ISD,007,Atascosa County,35,4,11.4,,,,
007905005,Pleasanton ISD School of Choice,007905,Pleasanton ISD,007,Atascosa County,27,3,11.1,,,,
007905041,Pleasanton JH,007905,Pleasanton ISD,007,Atascosa County,551,6,1.1,,,,
007905041,Pleasanton JH,007905,Pleasanton ISD,007,Atascosa County,550,5,0.9,,,,
007905041,Pleasanton JH,007905,Pleasanton ISD,007,Atascosa County,551,6,1.1,,,,
007905041,Pleasanton JH,007905,Pleasanton ISD,007,Atascosa County,550,5,0.9,,,,
007906001,Poteet HS,007906,Poteet ISD,007,Atascosa County,532,19,3.6,,,,
007906001,Poteet HS,007906,Poteet ISD,007,Atascosa County,525,16,3.0,,,,
007906001,Poteet HS,007906,Poteet ISD,007,Atascosa County,532,19,3.6,,,,
007906001,Poteet HS,007906,Poteet ISD,007,Atascosa County,525,16,3.0,,,,
007906003,Atascosa Co Juvenile Unit,007906,Poteet ISD,007,Atascosa County,-1,-1,-1,,,,
007906003,Atascosa Co Juvenile Unit,007906,Poteet ISD,007,Atascosa County,-1,-1,-1,,,,
007906003,Atascosa Co Juvenile Unit,007906,Poteet ISD,007,Atascosa County,-1,-1,-1,,,,
007906003,Atascosa Co Juvenile Unit,007906,Poteet ISD,007,Atascosa County,-1,-1,-1,,,,
007906041,Poteet JH,007906,Poteet ISD,007,Atascosa County,283,1,0.4,,,,
007906041,Poteet JH,007906,Poteet ISD,007,Atascosa County,281,1,0.4,,,,
007906041,Poteet JH,007906,Poteet ISD,007,Atascosa County,283,1,0.4,,,,
007906041,Poteet JH,007906,Poteet ISD,007,Atascosa County,281,1,0.4,,,,
008901001,Bellville HS,008901,Bellville ISD,008,Austin County,717,0,0.0,,,,
008901001,Bellville HS,008901,Bellville ISD,008,Austin County,714,0,0.0,,,,
008901001,Bellville HS,008901,Bellville ISD,008,Austin County,717,0,0.0,,,,
008901001,Bellville HS,008901,Bellville ISD,008,Austin County,714,0,0.0,,,,
008901041,Bellville JH,008901,Bellville ISD,008,Austin County,363,0,0.0,,,,
008901041,Bellville JH,008901,Bellville ISD,008,Austin County,363,0,0.0,,,,
008901041,Bellville JH,008901,Bellville ISD,008,Austin County,363,0,0.0,,,,
008901041,Bellville JH,008901,Bellville ISD,008,Austin County,363,0,0.0,,,,
008902001,Sealy HS,008902,Sealy ISD,008,Austin County,888,11,1.2,,,,
008902001,Sealy HS,008902,Sealy ISD,008,Austin County,884,9,1.0,,,,
008902001,Sealy HS,008902,Sealy ISD,008,Austin County,888,11,1.2,,,,
008902001,Sealy HS,008902,Sealy ISD,008,Austin County,884,9,1.0,,,,
008902041,Sealy JH,008902,Sealy ISD,008,Austin County,503,0,0.0,,,,
008902041,Sealy JH,008902,Sealy ISD,008,Austin County,502,0,0.0,,,,
008902041,Sealy JH,008902,Sealy ISD,008,Austin County,503,0,0.0,,,,
008902041,Sealy JH,008902,Sealy ISD,008,Austin County,502,0,0.0,,,,
008903001,Brazos HS,008903,Brazos ISD,008,Austin County,291,5,1.7,,,,
008903001,Brazos HS,008903,Brazos ISD,008,Austin County,290,4,1.4,,,,
008903001,Brazos HS,008903,Brazos ISD,008,Austin County,291,5,1.7,,,,
008903001,Brazos HS,008903,Brazos ISD,008,Austin County,290,4,1.4,,,,
008903041,Brazos Middle,008903,Brazos ISD,008,Austin County,154,0,0.0,,,,
008903041,Brazos Middle,008903,Brazos ISD,008,Austin County,154,0,0.0,,,,
008903041,Brazos Middle,008903,Brazos ISD,008,Austin County,154,0,0.0,,,,
008903041,Brazos Middle,008903,Brazos ISD,008,Austin County,154,0,0.0,,,,
009901001,Muleshoe HS,009901,Muleshoe ISD,009,Bailey County,391,0,0.0,,,,
009901001,Muleshoe HS,009901,Muleshoe ISD,009,Bailey County,391,0,0.0,,,,
009901001,Muleshoe HS,009901,Muleshoe ISD,009,Bailey County,391,0,0.0,,,,
009901001,Muleshoe HS,009901,Muleshoe ISD,009,Bailey County,391,0,0.0,,,,
009901041,Watson JH,009901,Muleshoe ISD,009,Bailey County,222,0,0.0,,,,
009901041,Watson JH,009901,Muleshoe ISD,009,Bailey County,222,0,0.0,,,,
009901041,Watson JH,009901,Muleshoe ISD,009,Bailey County,222,0,0.0,,,,
009901041,Watson JH,009901,Muleshoe ISD,009,Bailey County,222,0,0.0,,,,
010901001,Medina School,010901,Medina ISD,010,Bandera County,124,2,1.6,,,,
010901001,Medina School,010901,Medina ISD,010,Bandera County,124,2,1.6,,,,
010901001,Medina School,010901,Medina ISD,010,Bandera County,37,0,0.0,,,,
010901001,Medina School,010901,Medina ISD,010,Bandera County,37,0,0.0,,,,
010901001,Medina School,010901,Medina ISD,010,Bandera County,87,2,2.3,,,,
010901001,Medina School,010901,Medina ISD,010,Bandera County,87,2,2.3,,,,
010902001,Bandera HS,010902,Bandera ISD,010,Bandera County,734,13,1.8,,,,
010902001,Bandera HS,010902,Bandera ISD,010,Bandera County,727,10,1.4,,,,
010902001,Bandera HS,010902,Bandera ISD,010,Bandera County,734,13,1.8,,,,
010902001,Bandera HS,010902,Bandera ISD,010,Bandera County,727,10,1.4,,,,
010902041,Bandera Middle,010902,Bandera ISD,010,Bandera County,423,2,0.5,,,,
010902041,Bandera Middle,010902,Bandera ISD,010,Bandera County,422,2,0.5,,,,
010902041,Bandera Middle,010902,Bandera ISD,010,Bandera County,423,2,0.5,,,,
010902041,Bandera Middle,010902,Bandera ISD,010,Bandera County,422,2,0.5,,,,
011901001,Bastrop HS,011901,Bastrop ISD,011,Bastrop County,"1,701",1,0.1,,,,
